company_code,ean_upc_code,rvp_code,valid_from_date,valid_thru_date,create_uid,create_dttm,change_uid,change_dttm
1235,14100095071,5000006451,2/1/2021,5/2/2021,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100097440,5000006456,5/3/2021,8/1/2021,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100042952,5000006454,11/2/2020,1/31/2021,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100072300,5000006454,2019-10-28,2020-01-26,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100052401,5000006451,2022-05-02,2022-07-31,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100054115,5000006454,2022-10-31,2023-01-29,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100055464,5000006456,2025-01-13,2025-04-14,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100092599,5000006454,4/27/2020,8/2/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1960,84114903167,5000006451,2024-01-28,2024-03-31,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100042778,5000006451,2/1/2021,5/2/2021,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100043225,5000006456,10/28/2019,1/26/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100051411,5000006454,1/27/2020,4/26/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100051411,5000006454,8/3/2020,11/1/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100052975,5000006451,2022-01-31,2022-05-01,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100055624,5000006451,2025-05-11,2025-08-17,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050452,5000006456,2020-04-27,2020-08-02,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100052401,5000006456,7/31/2023,10/28/2023,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100053569,5000006451,8/2/2021,10/31/2021,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100054245,5000006456,5/1/2023,7/30/2023,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100088356,5000006456,8/1/2022,10/30/2022,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100044079,5000006454,2021-02-01,2021-05-02,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100048152,5000006456,10/28/2019,1/26/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100049838,5000006451,4/27/2020,8/2/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050353,5000006456,2020-04-27,2020-08-02,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100051596,5000006451,2021-11-01,2022-01-30,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100053910,5000006451,2022-08-01,2022-10-30,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100055501,5000006454,6/15/2025,9/28/2025,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100049128,5000006451,2024-08-19,2024-11-24,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050360,5000006456,11/2/2020,1/31/2021,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050711,5000006456,2020-04-27,2020-08-02,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100054757,5000006454,2024-01-28,2024-04-28,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100073604,5000006451,11/2/2020,1/31/2021,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1960,27500095404,5000006454,2024-01-28,2024-03-01,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100044505,5000006454,2023-10-29,2024-01-28,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050759,5000006451,2020-01-27,2020-04-26,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100051961,5000006451,11/2/2020,1/31/2021,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100049128,5000006454,10/28/2019,1/26/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100053576,5000006456,2021-08-02,2021-10-31,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100088493,5000006456,2021-11-01,2022-01-30,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1960,84114903587,5000006454,2025-04-27,2025-08-03,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050353,5000006456,5/3/2021,8/1/2021,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100051176,5000006451,8/3/2020,11/1/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100055709,5000006451,2025-05-04,2025-08-03,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1960,84114903389,5000006454,11/10/2024,2/9/2025,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100046455,5000006454,10/31/2022,1/29/2023,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050216,5000006454,10/28/2019,1/26/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100052968,5000006456,5/2/2022,7/31/2022,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100072317,5000006451,2021-05-03,2021-08-01,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100073604,5000006451,2020-11-02,2021-01-31,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100048619,5000006451,4/28/2024,7/28/2024,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100049760,5000006454,10/28/2019,1/26/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050186,5000006451,1/27/2020,4/26/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100072300,5000006456,2019-07-29,2019-10-27,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100040460,5000006454,11/1/2021,1/30/2022,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100048152,5000006454,2019-07-29,2019-10-27,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050728,5000006451,2019-10-28,2020-01-28,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050742,5000006456,4/27/2020,8/2/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050759,5000006451,4/27/2020,8/2/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100052265,5000006454,8/2/2021,10/31/2021,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100052401,5000006451,2022-10-31,2023-01-29,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100055112,5000006451,2024-10-28,2025-02-16,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100095408,5000006456,2023-10-29,2024-01-28,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100055099,5000006454,2/1/2025,4/27/2025,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100051176,5000006456,2021-11-01,2022-01-30,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100052098,5000006451,2020-08-03,2020-11-01,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100055099,5000006451,2024-06-06,2024-07-28,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1960,77975096208,5000006454,8/1/2024,11/24/2024,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050360,5000006451,1/27/2020,4/26/2020,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100052401,5000006454,8/1/2022,10/30/2022,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100052951,5000006456,5/2/2022,7/31/2022,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1960,76410903880,5000006454,2024-05-06,2024-07-28,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
1235,14100050186,5000006451,2019-07-29,2019-10-27,dbx_user,2025-07-11T06:02:43.442Z,dbx_user,2025-07-11T06:02:43.442Z
